A1CF	ANKHD1	ANKRD17	CELF4	CELF3	CPEB3	CPEB2	DAZAP1	FMR1	RBFOX2	RBFOX3	SRSF12	SRSF10	FXR2	G3BP2	HNRNPA1	HNRNPA3	HNRNPA1P7	HNRNPA1P36	HNRNPA1L2	HNRNPA2B1	HNRNPC	HNRNPK	HNRNPL	ELAVL1	ELAVL3	IGF2BP2	KHDRBS3	LIN28A	LIN28B	MATR3	MBNL3	MBNL2	MBNL1	MSI1	MSI2	PABPC4	PABPC1L	PCBP4	PCBP3	PCBP2	PPRC1	QKI	RBM28	CIRBP	RBM3	RBM38	RBM4B	RBM4	RBM14	RBM41	RBM46	RBM47	RBM5	RBM8A	RBMS2	RBMS3	RBMS2P1	SRSF3	SAMD4A	SAMD4B	SART3	SRSF9	SNRNP70	SNRPA	SNRPB2	SRSF2	SRSF8	SRSF7	TUT1	TARDBP	TIA1	U2AF2	YBX3	YBX1	YBX2	ZC3H10	ZCRB1	SRSF1	MEX3C	MEX3D	MEX3B	SRSF4	SRSF6	ENOX1	ENOX2	ESRP2	ESRP1	RBM42	RBMS1	PABPC3	PABPC1	CNOT4	PABPN1	PABPN1L	CPEB4	RALY	HNRNPH2	HNRNPH1	HNRNPF	FXR1	ZNF638	CELF5	HNRNPCL1	RBFOX1	KHDRBS1	RBM6	PABPC5	IGF2BP3	SFPQ	PSPC1	HNRNPLL	RBM24	KHDRBS2	PCBP1	CELF6	SF3B4	RBM45	HNRNPDL	PTBP1	PTBP2	PTBP3	EIF2S1	HNRNPR	SYNCRIP	NCL	RBMY1F	RBMXL2	RBMXL3	RBMXL1	RBMY1J	RBMY1A1	RBMY1E	RBMY1B	RBMY1D	ACO1	ZFP36	ZFP36L2	ZFP36L1	EIF4B	IGF2BP1	NONO	FUS	TAF15	NOVA2	ELAVL2	RBMX	YTHDC1
ARHGDIA	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0
GNAS	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0
TPD52L2	0	0	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0
RANBP1	0	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1
SLIRP	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1
GNAI2	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0
GLRX3	0	0	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0
NUP98	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0
EIF4G2	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0
TMEM109	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	1
EEF1G	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0
ARPC3	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0
IPO4	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0
COX5A	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0
LRRC59	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CNDP2	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
ATP5D	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0
OPA3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	0	0
DDX1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0
C2orf47	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0
EEF1B2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0
PIGT	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0
ATP6V1E1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0
MPST	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0
SEC13	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0
APEH	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0
ABHD14B	0	0	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0
GRPEL1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1
RAD50	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
NT5DC1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0
NANS	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1
PRDX4	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0
DDX3X	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0
CAT	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0
PPME1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0
RNF40	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0
FLNB	1	0	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0
SLC3A2	0	0	0	1	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0
DDX39A	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	1
GDI1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0
GUK1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0
SF3B2	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0
RPL11	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0
